time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration,pressure_msl_min,pressure_msl_max,relative_humidity_2m_max
2020-07-18,40.5,32.7,35.8,44.8,40.9,0.0,0.0,0.0,19.6,34.2,353,23.36,7.05,39516.33,995.3,997.4,80
2020-07-19,43.1,33.7,37.4,47.0,37.3,0.0,0.0,0.0,30.7,49.7,33,22.77,8.78,37203.88,995.7,998.7,80
2020-07-20,41.7,33.5,36.6,47.5,35.7,0.0,0.0,0.0,27.4,42.5,80,23.86,8.45,40089.27,994.9,998.5,72
2020-07-21,41.7,32.5,36.4,46.1,37.8,0.0,0.0,0.0,25.8,44.6,37,24.34,8.38,40548.65,993.4,995.9,81
2020-07-22,41.9,35.7,37.9,46.8,33.9,0.0,0.0,0.0,29.6,46.4,113,23.71,10.21,40257.34,994.7,998.6,50
2020-07-23,39.1,30.8,34.4,42.5,32.1,0.0,0.0,0.0,33.8,50.0,121,24.29,8.89,40412.52,997.6,1001.7,64
2020-07-24,38.8,32.2,34.7,44.7,33.4,0.0,0.0,0.0,26.8,40.3,77,24.23,8.22,40420.3,998.1,1001.7,70
2020-07-25,40.4,32.6,35.5,43.7,33.8,0.0,0.0,0.0,28.5,45.0,106,23.62,8.56,40428.18,999.8,1002.8,68
2020-07-26,39.3,32.3,35.1,43.7,37.3,0.0,0.0,0.0,21.5,35.6,355,20.71,6.78,37000.3,1000.5,1004.1,72
2020-07-27,41.3,32.5,35.7,44.1,38.8,0.0,0.0,0.0,23.6,43.6,4,23.99,7.86,39858.82,998.9,1002.9,79
2020-07-28,40.9,34.2,37.0,43.5,37.1,0.0,0.0,0.0,25.9,43.2,213,23.3,9.27,39762.75,999.1,1002.8,58
2020-07-29,41.3,33.3,36.5,44.0,37.6,0.0,0.0,0.0,22.1,38.5,289,24.27,8.13,40314.81,997.7,1001.2,67
2020-07-30,39.1,31.7,34.9,44.1,40.0,0.0,0.0,0.0,20.1,36.0,349,24.49,6.86,40468.72,996.3,999.3,85
2020-07-31,41.9,31.2,35.6,45.8,35.9,0.0,0.0,0.0,28.3,46.1,13,24.61,7.5,40336.25,994.9,998.2,76
2020-08-01,45.1,32.9,37.3,48.2,36.8,0.0,0.0,0.0,26.5,43.9,73,24.07,8.53,39918.46,994.9,997.5,71
2020-08-02,45.2,33.4,37.6,48.0,36.8,0.0,0.0,0.0,31.2,49.0,60,24.51,8.59,40211.8,995.2,998.6,70
2020-08-03,40.8,31.5,35.4,44.3,37.1,0.0,0.0,0.0,23.5,39.6,335,24.44,7.33,40079.68,993.2,997.2,85
2020-08-04,38.3,32.0,35.0,43.3,40.0,0.0,0.0,0.0,26.1,43.9,292,24.55,7.18,40231.99,991.6,994.3,82
2020-08-05,37.9,30.6,34.3,43.3,38.6,0.0,0.0,0.0,22.3,39.2,281,24.62,6.71,40106.55,992.0,994.3,90
2020-08-06,37.8,31.4,34.7,44.9,40.0,0.0,0.0,0.0,23.9,41.8,316,24.24,6.77,39977.87,992.6,995.1,94
2020-08-07,38.6,32.6,35.7,43.7,40.2,0.0,0.0,0.0,27.2,45.4,291,24.31,7.68,39996.0,993.1,995.4,76
2020-08-08,39.5,32.2,35.6,42.4,36.5,0.0,0.0,0.0,26.1,42.8,251,16.46,6.47,20201.29,993.3,995.1,80
2020-08-09,38.4,32.8,35.9,42.0,34.4,0.0,0.0,0.0,27.2,43.2,263,14.77,7.18,21931.4,994.0,996.2,67
2020-08-10,38.0,33.5,35.6,43.7,38.9,0.0,0.0,0.0,19.6,34.2,317,23.01,6.7,38507.33,994.8,996.7,76
2020-08-11,38.2,33.0,35.1,46.3,41.3,0.0,0.0,0.0,25.0,42.1,326,22.04,6.31,38830.91,995.8,998.1,86
2020-08-12,37.1,33.3,34.8,43.8,40.1,0.0,0.0,0.0,23.6,40.7,320,22.98,6.59,39722.84,996.7,998.7,81
2020-08-13,37.3,33.2,35.1,40.8,38.8,0.0,0.0,0.0,29.6,48.6,303,22.98,7.81,39477.77,994.3,998.3,77
2020-08-14,37.8,32.9,35.0,41.7,37.2,0.0,0.0,0.0,25.8,44.3,297,23.8,7.71,39731.86,991.7,996.0,80
2020-08-15,36.3,31.8,34.0,45.4,40.3,0.0,0.0,0.0,20.7,37.1,332,23.87,6.05,39600.0,992.1,994.4,90
2020-08-16,37.0,32.5,34.5,46.1,39.5,0.0,0.0,0.0,23.4,38.9,323,23.35,6.3,39600.0,993.7,996.4,88
2020-08-17,37.2,32.3,34.6,41.8,39.1,0.0,0.0,0.0,22.5,38.5,307,23.66,7.12,39744.88,993.9,996.6,78
2020-08-18,37.1,31.9,34.5,42.5,38.4,0.0,0.0,0.0,19.9,35.6,310,23.94,6.89,39749.08,993.9,996.6,75
2020-08-19,37.6,31.5,34.2,45.7,39.6,0.0,0.0,0.0,20.1,37.8,310,23.51,6.26,39753.21,994.5,997.5,84
2020-08-20,37.3,32.2,34.5,45.5,39.7,0.0,0.0,0.0,23.8,40.7,323,23.38,6.4,39627.23,995.0,997.4,87
2020-08-21,38.1,33.4,35.3,42.9,39.3,0.0,0.0,0.0,21.4,38.2,306,21.42,7.01,37634.75,995.6,997.9,72
2020-08-22,36.6,32.9,34.7,44.8,39.9,0.0,0.0,0.0,23.1,38.5,328,23.46,6.75,39600.0,995.6,998.8,82
2020-08-23,41.3,32.3,35.6,45.3,36.4,0.0,0.0,0.0,26.7,45.7,350,22.5,7.76,39478.53,995.2,997.9,87
2020-08-24,40.7,33.6,35.8,43.8,39.3,0.0,0.0,0.0,26.0,45.4,325,23.28,7.71,39600.0,995.5,998.5,79
2020-08-25,37.3,32.2,34.6,43.0,37.0,0.0,0.0,0.0,26.4,39.2,322,23.75,7.46,39600.0,997.6,1000.0,83
2020-08-26,35.9,31.7,34.0,42.4,36.2,0.0,0.0,0.0,21.0,37.1,331,23.59,7.1,39780.13,997.6,1000.5,75
2020-08-27,38.1,33.2,35.2,44.4,39.2,0.1,0.1,1.0,27.4,46.1,352,22.8,7.17,39101.88,996.6,1000.0,77
2020-08-28,41.2,33.5,36.6,44.9,39.0,0.0,0.0,0.0,27.6,46.4,16,22.3,8.19,39600.0,996.2,999.7,80
2020-08-29,40.5,33.8,36.3,43.6,36.8,0.0,0.0,0.0,23.4,38.9,9,23.1,8.03,39600.0,997.6,1001.1,70
2020-08-30,41.1,32.9,35.8,44.9,40.3,0.0,0.0,0.0,22.3,38.9,1,22.11,6.58,39600.0,998.7,1001.3,81
2020-08-31,41.6,32.8,36.5,43.2,32.9,0.0,0.0,0.0,28.2,49.7,32,23.1,8.92,39674.88,999.5,1002.9,81
2020-09-01,42.2,31.9,35.9,41.8,29.2,0.0,0.0,0.0,23.6,40.3,93,24.25,9.83,39800.79,1001.2,1005.3,59
2020-09-02,39.9,30.9,34.6,42.5,28.8,0.0,0.0,0.0,23.4,36.4,47,24.0,8.5,39804.09,1004.1,1007.9,69
2020-09-03,40.8,30.0,34.8,42.8,30.9,0.0,0.0,0.0,25.2,41.4,46,23.92,8.15,39807.37,1004.8,1008.0,86
2020-09-04,41.7,29.5,34.8,42.5,31.2,0.0,0.0,0.0,26.3,40.0,39,24.07,8.15,39810.62,1003.2,1006.7,79
2020-09-05,41.4,30.4,35.1,41.8,30.5,0.0,0.0,0.0,21.4,36.4,54,24.13,8.47,39813.85,1001.8,1005.7,75
2020-09-06,40.2,29.7,34.2,40.7,28.4,0.0,0.0,0.0,25.1,39.6,76,24.02,8.06,39817.06,1002.3,1005.7,82
2020-09-07,39.0,29.5,33.5,40.7,33.6,0.0,0.0,0.0,24.1,37.1,354,23.8,7.24,39702.43,1003.6,1007.0,86
2020-09-08,40.1,29.6,33.6,41.0,36.7,0.0,0.0,0.0,25.6,43.2,293,23.72,6.84,39706.3,1003.9,1007.4,91
2020-09-09,37.8,28.9,33.3,41.0,35.7,0.0,0.0,0.0,15.8,31.0,353,23.53,6.44,39826.57,1002.2,1005.8,92
2020-09-10,37.0,28.7,32.7,42.6,34.8,0.0,0.0,0.0,20.6,34.9,7,23.53,6.12,39829.71,1001.3,1004.5,84
2020-09-11,38.6,28.1,33.0,41.5,34.8,0.0,0.0,0.0,26.1,45.7,356,23.69,6.39,39832.81,1000.7,1003.1,91
2020-09-12,42.2,28.8,34.0,43.4,36.4,0.0,0.0,0.0,29.0,43.6,22,23.63,6.84,39607.34,1002.0,1005.2,95
2020-09-13,42.0,30.3,34.7,42.3,30.9,0.0,0.0,0.0,24.7,39.6,14,23.59,7.78,39725.29,1002.8,1006.0,85
2020-09-14,42.1,30.5,34.7,41.8,32.8,0.0,0.0,0.0,29.2,48.2,42,23.47,8.09,39728.95,1001.9,1005.7,88
2020-09-15,41.5,29.8,34.6,40.1,30.5,0.0,0.0,0.0,24.6,37.8,43,23.77,8.37,39844.65,1001.7,1005.9,81
2020-09-16,40.0,28.9,33.6,39.6,28.0,0.0,0.0,0.0,22.1,33.1,38,23.76,8.01,39736.12,1002.8,1006.3,77
2020-09-17,40.2,28.8,33.6,39.9,31.5,0.0,0.0,0.0,22.7,39.2,19,23.8,7.71,39850.27,1004.5,1007.8,83
2020-09-18,38.6,28.7,32.6,40.0,34.4,0.0,0.0,0.0,25.1,39.2,13,23.48,6.8,39743.15,1003.7,1007.3,89
2020-09-19,37.3,27.8,32.0,40.8,33.8,0.0,0.0,0.0,25.4,41.0,346,23.32,6.37,39741.07,1001.8,1005.6,88
2020-09-20,36.8,28.1,31.7,40.8,34.4,0.0,0.0,0.0,22.8,38.5,8,23.21,5.88,39679.89,1001.5,1004.3,91
2020-09-21,34.8,27.5,31.4,40.6,34.1,0.0,0.0,0.0,21.4,36.4,359,23.09,5.68,39618.71,1001.4,1004.1,94
2020-09-22,37.8,28.7,32.3,39.8,35.2,0.0,0.0,0.0,27.1,43.9,3,23.37,6.55,39557.61,1001.9,1005.0,92
2020-09-23,36.7,27.8,32.2,40.6,34.9,0.0,0.0,0.0,24.1,39.6,351,23.22,6.1,39496.68,1001.5,1005.3,94
2020-09-24,38.3,28.1,32.3,40.6,33.6,0.0,0.0,0.0,22.9,38.5,9,22.86,6.09,39436.02,1002.9,1005.7,90
2020-09-25,38.2,27.6,32.7,40.4,32.6,0.0,0.0,0.0,27.1,43.9,1,22.87,6.66,39375.68,1003.4,1006.5,90
2020-09-26,37.2,27.1,31.8,40.7,33.2,0.0,0.0,0.0,22.7,38.5,6,22.67,5.98,39212.34,1002.8,1005.6,92
2020-09-27,38.1,27.5,32.3,40.6,33.5,0.0,0.0,0.0,23.1,35.3,354,22.73,6.3,39153.82,1003.7,1006.8,90
2020-09-28,36.7,27.7,32.0,40.5,33.8,0.0,0.0,0.0,19.0,32.4,340,22.46,5.97,39095.93,1004.5,1007.5,93
2020-09-29,37.6,27.8,32.0,39.2,34.3,0.0,0.0,0.0,18.8,29.2,39,22.22,5.97,39038.72,1004.0,1008.2,93
2020-09-30,40.2,27.9,34.0,37.6,28.5,0.0,0.0,0.0,27.4,45.0,143,22.31,8.55,38982.1,1003.8,1007.1,78
2020-10-01,38.7,29.4,33.3,37.9,27.3,0.0,0.0,0.0,25.5,36.0,158,22.2,9.0,38925.22,1005.4,1009.2,63
2020-10-02,37.7,26.9,32.1,37.4,27.2,0.0,0.0,0.0,19.7,36.4,302,22.19,7.15,38868.04,1007.9,1010.7,75
2020-10-03,34.5,27.3,30.9,40.2,32.6,0.0,0.0,0.0,20.1,34.6,325,21.69,5.57,38715.61,1007.6,1010.6,92
2020-10-04,34.9,29.2,31.9,38.9,34.6,0.0,0.0,0.0,22.4,34.2,335,21.68,6.02,38657.6,1007.8,1010.7,80
2020-10-05,36.3,28.2,32.2,38.5,33.9,0.0,0.0,0.0,22.3,37.1,1,21.55,6.52,38601.12,1006.9,1010.3,87
2020-10-06,36.6,27.6,32.0,38.9,33.1,0.0,0.0,0.0,21.2,35.3,4,21.65,6.37,38544.68,1006.8,1009.4,87
2020-10-07,38.3,27.8,32.3,38.8,32.1,0.0,0.0,0.0,26.7,40.7,16,21.57,6.9,38426.44,1007.1,1010.3,85
2020-10-08,34.9,28.0,31.5,39.8,34.8,0.0,0.0,0.0,26.4,40.0,353,21.04,5.76,37997.5,1008.0,1011.8,91
2020-10-09,34.7,29.6,32.0,40.3,35.1,0.0,0.0,0.0,24.0,35.3,334,20.94,6.02,37990.12,1008.6,1011.3,81
2020-10-10,34.8,30.3,32.2,35.1,31.5,0.0,0.0,0.0,29.3,47.5,335,20.98,7.88,37851.5,1008.9,1011.3,70
2020-10-11,33.5,29.7,31.5,35.5,31.0,0.0,0.0,0.0,24.6,40.3,349,20.59,7.5,37715.13,1008.8,1011.7,56
2020-10-12,33.2,29.1,31.0,35.2,29.6,0.0,0.0,0.0,26.8,42.5,336,20.61,7.27,37581.13,1007.8,1011.4,56
2020-10-13,33.3,28.2,30.8,37.0,29.3,0.0,0.0,0.0,23.7,39.2,338,20.13,6.49,37449.57,1007.0,1010.3,61
2020-10-14,35.2,29.0,31.3,33.3,29.5,0.0,0.0,0.0,24.7,42.5,26,21.11,7.72,37567.74,1008.0,1010.7,68
2020-10-15,34.5,25.5,29.9,33.7,23.2,0.0,0.0,0.0,28.5,46.1,40,21.42,8.65,37437.81,1008.4,1011.8,51
2020-10-16,33.3,24.4,29.5,32.9,23.0,0.0,0.0,0.0,27.8,42.5,22,21.11,7.54,37430.66,1007.8,1011.4,64
2020-10-17,33.7,25.1,29.6,32.7,27.2,0.0,0.0,0.0,27.0,41.4,19,21.0,7.03,37304.29,1008.7,1011.7,77
2020-10-18,34.2,24.4,29.4,31.9,24.6,0.0,0.0,0.0,26.3,43.2,28,21.09,7.43,37180.66,1009.0,1011.9,77
2020-10-19,33.2,23.4,28.6,32.5,22.2,0.0,0.0,0.0,26.8,43.9,17,20.86,7.05,37059.83,1009.2,1012.3,63
2020-10-20,32.6,26.4,29.4,33.3,28.0,0.0,0.0,0.0,22.1,36.4,3,20.6,6.56,36941.84,1008.8,1011.1,71
2020-10-21,33.6,25.6,29.4,33.3,28.2,0.0,0.0,0.0,20.7,35.6,17,20.75,6.6,36826.69,1009.9,1013.2,75
2020-10-22,31.6,24.7,28.7,34.3,26.8,0.0,0.0,0.0,20.9,34.6,347,20.22,5.51,36714.47,1009.7,1012.9,71
2020-10-23,31.4,25.9,28.8,33.8,28.5,0.0,0.0,0.0,21.8,37.4,352,19.95,5.67,36605.26,1009.1,1012.1,75
2020-10-24,35.0,25.9,29.3,32.8,24.6,0.0,0.0,0.0,23.7,42.1,30,20.33,6.97,36604.79,1010.1,1012.9,82
2020-10-25,35.0,24.4,29.2,32.5,22.8,0.0,0.0,0.0,21.6,33.1,54,19.95,7.01,36499.96,1011.2,1014.7,67
2020-10-26,32.8,25.1,28.4,32.3,25.1,0.0,0.0,0.0,24.9,36.7,37,19.85,6.59,36398.37,1012.1,1015.7,69
2020-10-27,31.7,24.4,27.6,31.4,23.7,0.0,0.0,0.0,17.7,31.7,26,19.79,5.73,36399.86,1012.1,1015.2,80
2020-10-28,31.0,23.3,27.5,32.1,25.3,0.0,0.0,0.0,21.4,35.6,4,19.38,5.68,36302.97,1012.6,1015.6,78
2020-10-29,31.0,24.0,27.7,33.0,26.4,0.0,0.0,0.0,23.4,36.7,353,19.11,5.22,36209.5,1013.2,1016.3,82
2020-10-30,32.1,24.9,28.2,32.6,28.2,0.0,0.0,0.0,20.7,36.4,7,19.23,5.4,36213.22,1013.3,1016.4,85
2020-10-31,30.9,23.1,27.2,34.5,26.4,0.0,0.0,0.0,22.1,35.6,357,18.92,4.74,36216.36,1014.0,1017.0,90
2020-11-01,30.7,23.1,27.1,34.3,26.6,0.0,0.0,0.0,18.8,32.0,4,18.82,4.53,36129.32,1014.8,1018.3,90
2020-11-02,30.8,25.2,28.2,34.4,27.9,0.0,0.0,0.0,19.7,34.6,346,18.64,5.01,36133.4,1016.1,1018.7,79
2020-11-03,31.0,25.6,28.4,32.4,27.5,0.0,0.0,0.0,21.9,37.1,339,18.62,5.75,36136.95,1015.1,1018.1,69
2020-11-04,30.2,24.8,27.5,32.4,26.8,0.0,0.0,0.0,18.7,32.8,332,18.46,5.09,36056.4,1012.6,1016.0,75
2020-11-05,30.1,23.7,27.1,33.1,26.1,0.0,0.0,0.0,13.9,26.3,322,18.19,4.37,36060.93,1011.6,1014.7,78
2020-11-06,33.0,23.3,27.6,30.8,25.2,0.0,0.0,0.0,18.3,33.5,83,18.13,5.2,36000.0,1012.8,1016.6,87
2020-11-07,32.4,23.5,27.9,32.8,24.8,0.0,0.0,0.0,20.5,28.1,80,17.28,4.72,36000.0,1014.5,1018.5,73
2020-11-08,31.3,25.9,28.3,32.7,25.6,0.0,0.0,0.0,26.8,41.0,124,13.71,5.02,35758.27,1015.0,1019.1,74
2020-11-09,31.7,24.6,27.9,34.1,27.4,0.0,0.0,0.0,22.0,38.5,19,16.98,4.56,36000.0,1015.4,1019.1,79
2020-11-10,30.0,24.1,27.2,33.4,28.0,0.0,0.0,0.0,20.9,35.6,5,17.39,4.25,36000.0,1012.8,1016.5,90
2020-11-11,31.1,24.5,27.7,34.3,28.2,0.0,0.0,0.0,18.8,31.7,357,17.19,4.18,36000.0,1013.0,1016.3,86
2020-11-12,33.6,24.6,28.7,34.7,28.6,0.0,0.0,0.0,17.1,29.5,54,17.15,4.71,36000.0,1014.1,1018.1,90
2020-11-13,33.5,24.8,28.8,32.4,26.2,0.0,0.0,0.0,23.4,40.0,163,17.12,5.43,35970.77,1013.8,1017.7,74
2020-11-14,29.6,24.5,27.1,32.6,24.1,0.0,0.0,0.0,25.2,41.8,285,16.07,5.21,35927.02,1012.4,1015.6,65
2020-11-15,28.0,24.8,26.4,29.4,25.2,0.0,0.0,0.0,19.2,27.4,322,17.01,4.94,35882.83,1013.2,1016.3,63
2020-11-16,28.7,21.7,26.1,30.0,24.1,0.0,0.0,0.0,17.7,29.2,1,16.87,4.47,35838.29,1014.0,1017.0,88
2020-11-17,29.3,22.7,26.0,30.0,25.2,0.0,0.0,0.0,21.7,37.8,32,16.76,4.21,35793.44,1014.1,1017.9,83
2020-11-18,29.2,23.1,26.4,30.6,26.5,0.0,0.0,0.0,20.3,35.6,308,16.47,4.11,35748.37,1013.6,1016.6,90
2020-11-19,27.7,25.1,26.4,27.6,24.7,0.0,0.0,0.0,21.9,38.2,319,15.7,5.3,35703.15,1014.3,1017.6,66
2020-11-20,29.9,21.0,25.7,30.1,22.7,0.0,0.0,0.0,25.3,37.8,44,16.61,4.51,35657.85,1014.1,1018.3,84
2020-11-21,30.6,21.4,26.2,29.9,23.0,0.0,0.0,0.0,16.5,28.1,128,16.59,4.48,35612.54,1014.2,1018.5,91
2020-11-22,30.2,22.3,25.9,29.1,22.7,0.0,0.0,0.0,18.5,33.8,216,16.57,4.83,35567.3,1014.4,1017.4,75
2020-11-23,27.7,23.2,25.7,27.1,22.5,0.0,0.0,0.0,30.0,44.6,288,15.21,5.19,35522.2,1014.0,1017.2,81
2020-11-24,26.7,24.2,25.3,23.6,20.5,0.1,0.1,1.0,36.3,52.2,307,10.71,6.08,30635.43,1012.4,1015.6,58
2020-11-25,29.0,21.2,25.0,26.7,21.5,0.0,0.0,0.0,26.1,40.0,44,16.23,5.38,35432.71,1013.5,1017.4,74
2020-11-26,29.6,20.2,24.9,28.3,20.4,0.0,0.0,0.0,22.9,35.6,116,15.68,5.01,35388.49,1015.2,1019.3,73
2020-11-27,28.4,20.8,24.5,27.3,18.9,0.0,0.0,0.0,23.0,34.9,93,14.84,4.92,31889.05,1017.9,1021.9,65
2020-11-28,28.2,20.3,24.4,27.4,19.6,0.0,0.0,0.0,23.6,39.2,115,15.62,4.77,35301.45,1017.5,1021.9,74
2020-11-29,28.2,20.6,24.0,27.6,20.6,0.0,0.0,0.0,17.4,31.7,76,14.41,4.02,34797.7,1015.5,1019.1,80
2020-11-30,26.7,19.7,23.7,28.7,21.3,0.0,0.0,0.0,14.6,28.1,351,15.85,3.44,35216.04,1015.4,1018.9,90
2020-12-01,27.3,20.3,23.7,28.5,22.1,0.0,0.0,0.0,16.9,28.1,29,15.83,3.41,35172.98,1015.4,1018.6,91
2020-12-02,27.4,20.4,23.8,28.4,22.5,0.0,0.0,0.0,14.1,24.8,32,15.51,3.38,35129.7,1015.5,1019.7,93
2020-12-03,26.7,21.6,24.2,29.5,23.8,0.0,0.0,0.0,16.8,29.2,326,15.39,3.32,35086.32,1015.6,1018.9,87
2020-12-04,27.5,22.5,25.1,29.9,25.5,0.0,0.0,0.0,22.9,36.4,299,15.32,3.26,35042.91,1013.4,1016.5,90
2020-12-05,28.8,22.4,25.6,30.5,25.6,0.0,0.0,0.0,21.3,36.4,332,15.21,3.53,34999.62,1011.7,1015.3,93
2020-12-06,28.6,22.0,24.9,31.0,25.3,0.0,0.0,0.0,14.3,24.8,107,14.22,2.83,34762.59,1011.0,1014.2,98
2020-12-07,25.9,23.0,24.5,26.4,21.7,0.0,0.0,0.0,27.7,41.0,319,14.87,4.72,34913.77,1013.0,1018.1,89
2020-12-08,25.7,22.4,23.8,22.6,19.9,0.0,0.0,0.0,30.1,45.4,308,11.94,5.52,32453.98,1016.7,1020.0,61
2020-12-09,25.1,22.1,23.4,22.7,19.3,0.0,0.0,0.0,26.0,40.7,313,13.35,5.61,33459.01,1015.2,1019.0,52
2020-12-10,25.7,21.7,23.6,23.1,19.3,0.0,0.0,0.0,28.5,45.7,320,15.09,5.57,34446.92,1015.3,1017.8,61
2020-12-11,26.1,22.5,24.2,22.9,20.7,0.0,0.0,0.0,20.9,36.7,332,15.55,5.55,34748.04,1016.8,1020.2,54
2020-12-12,24.5,21.3,23.0,23.5,18.7,0.1,0.1,1.0,22.6,32.8,309,12.47,4.4,34708.48,1016.5,1019.6,65
2020-12-13,24.3,21.4,22.9,21.9,19.9,0.0,0.0,0.0,22.7,35.3,328,12.74,4.66,33050.32,1015.8,1019.6,65
2020-12-14,24.5,19.3,22.0,24.2,18.5,0.0,0.0,0.0,20.1,31.3,342,14.19,3.85,34006.69,1016.9,1020.4,73
2020-12-15,26.0,18.2,22.2,24.5,17.8,0.0,0.0,0.0,17.7,30.2,51,15.41,4.01,34595.98,1017.8,1021.0,79
2020-12-16,26.3,16.7,21.7,26.2,16.6,0.0,0.0,0.0,15.3,25.9,60,15.31,3.39,34560.89,1018.1,1021.6,86
2020-12-17,26.4,17.3,22.2,25.4,17.4,0.0,0.0,0.0,15.9,26.6,48,15.27,3.72,34521.0,1017.7,1021.7,83
2020-12-18,25.9,18.0,22.2,25.0,18.1,0.0,0.0,0.0,14.3,23.4,43,15.44,3.81,34247.56,1017.0,1020.3,83
2020-12-19,24.7,17.2,21.7,25.6,17.7,0.0,0.0,0.0,16.5,29.9,310,14.78,3.28,34239.49,1017.8,1020.7,90
2020-12-20,25.3,21.5,23.2,22.7,19.8,0.0,0.0,0.0,27.4,43.2,325,14.09,4.72,32548.01,1019.2,1021.7,76
2020-12-21,23.9,21.1,22.3,21.8,19.0,0.0,0.0,0.0,27.3,44.3,320,15.14,4.93,33844.55,1018.3,1021.8,65
2020-12-22,24.0,20.9,22.3,22.4,18.8,0.0,0.0,0.0,23.7,39.2,325,14.94,4.71,33835.13,1016.8,1021.0,67
2020-12-23,24.1,18.2,21.8,24.1,18.8,0.0,0.0,0.0,19.6,31.0,331,15.29,4.06,33699.82,1015.4,1019.3,84
2020-12-24,23.6,17.6,21.0,23.3,17.8,0.0,0.0,0.0,14.8,28.1,297,15.3,3.46,33694.97,1013.1,1017.1,88
2020-12-25,23.4,17.2,20.9,22.5,16.8,0.2,0.2,2.0,32.8,46.8,297,13.41,3.92,33565.65,1014.8,1018.9,82
2020-12-26,22.5,18.5,21.0,19.2,15.6,0.0,0.0,0.0,34.4,51.1,322,15.35,5.36,33438.21,1017.9,1020.8,73
2020-12-27,25.9,17.2,21.1,22.9,15.5,0.0,0.0,0.0,27.0,40.0,55,15.26,4.84,33010.28,1018.6,1022.6,84
2020-12-28,23.3,16.3,20.0,21.0,13.9,0.0,0.0,0.0,20.1,34.6,33,15.38,4.26,33703.12,1018.4,1022.3,67
2020-12-29,23.5,19.1,21.5,22.3,17.5,0.0,0.0,0.0,18.9,31.3,347,15.04,4.09,33604.67,1017.4,1021.0,72
2020-12-30,23.7,17.1,20.8,23.0,17.0,0.0,0.0,0.0,17.9,32.8,359,15.11,3.25,33569.09,1017.0,1020.0,87
2020-12-31,23.8,17.8,20.7,23.8,17.9,0.0,0.0,0.0,14.5,27.7,8,15.2,3.13,33562.16,1016.0,1019.9,87
2021-01-01,24.3,19.0,21.2,23.7,19.3,0.0,0.0,0.0,17.3,30.6,23,15.12,3.35,33082.17,1016.4,1019.9,85
2021-01-02,24.3,17.8,21.2,23.0,17.8,0.0,0.0,0.0,19.7,32.8,10,15.37,3.47,33629.18,1017.8,1021.1,87
2021-01-03,22.5,18.0,20.4,21.8,18.4,0.1,0.1,1.0,16.8,31.0,335,13.48,2.81,33041.79,1015.9,1020.1,88
2021-01-04,23.2,15.6,19.9,19.8,13.7,0.0,0.0,0.0,21.2,34.6,26,15.99,4.31,33725.82,1016.1,1019.2,87
2021-01-05,23.3,15.0,19.6,20.0,12.7,0.0,0.0,0.0,20.4,35.6,33,15.98,4.14,33944.96,1017.3,1020.8,79
2021-01-06,23.4,16.1,20.1,22.7,15.6,0.0,0.0,0.0,14.1,27.7,22,15.09,3.26,33605.93,1018.2,1021.5,79
2021-01-07,24.0,18.4,20.7,20.9,14.2,0.0,0.0,0.0,34.9,54.0,41,15.57,4.7,33477.53,1017.5,1021.3,76
2021-01-08,23.4,16.3,19.4,16.1,11.2,0.0,0.0,0.0,34.7,55.4,55,16.55,6.5,34162.99,1017.8,1022.4,53
2021-01-09,22.9,13.9,18.7,18.6,10.5,0.0,0.0,0.0,29.8,43.2,45,16.32,5.41,34050.29,1017.8,1021.8,56
2021-01-10,22.8,14.4,18.6,18.7,11.1,0.0,0.0,0.0,21.3,35.6,39,16.54,4.95,34166.34,1017.4,1021.2,60
2021-01-11,22.8,14.4,19.3,20.9,11.8,0.0,0.0,0.0,16.8,28.8,10,16.29,4.2,34285.45,1018.2,1021.6,67
2021-01-12,22.9,15.9,19.9,21.2,14.6,0.0,0.0,0.0,19.3,34.6,334,16.17,3.85,34175.54,1018.5,1022.1,73
2021-01-13,22.5,17.0,19.8,21.4,16.3,0.0,0.0,0.0,22.4,38.2,301,15.69,3.52,34059.13,1017.5,1020.9,81
2021-01-14,21.7,17.4,19.4,21.0,16.7,0.0,0.0,0.0,19.6,33.8,299,15.6,3.42,33847.95,1015.0,1019.3,78
2021-01-15,21.0,16.0,18.6,20.7,15.6,0.0,0.0,0.0,15.1,29.9,291,16.37,2.98,34325.88,1014.7,1017.9,88
2021-01-16,22.2,13.3,18.7,21.4,12.6,0.0,0.0,0.0,14.1,26.6,274,16.08,2.91,34446.23,1012.9,1016.8,95
2021-01-17,24.9,14.2,19.8,22.3,13.6,0.0,0.0,0.0,12.0,23.4,237,16.27,3.3,34566.09,1012.0,1015.1,93
2021-01-18,25.7,15.8,20.4,24.7,15.2,0.0,0.0,0.0,14.3,28.1,274,16.45,3.43,34699.16,1013.2,1017.1,93
2021-01-19,23.9,17.7,20.8,23.8,18.9,0.0,0.0,0.0,21.5,37.8,318,16.43,3.09,34949.3,1015.7,1018.6,97
2021-01-20,23.8,17.1,20.6,24.4,17.6,0.0,0.0,0.0,16.0,26.3,309,16.55,3.15,34972.03,1015.5,1018.9,94
