time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration,pressure_msl_min,pressure_msl_max,relative_humidity_2m_max
2019-01-01,25.0,17.5,21.5,25.0,18.1,0.0,0.0,0.0,14.6,28.4,26,15.02,3.09,33226.16,1019.4,1023.4,89
2019-01-02,26.7,18.6,22.0,26.3,19.5,0.0,0.0,0.0,16.2,28.4,56,15.09,3.29,33415.02,1018.5,1022.3,91
2019-01-03,29.3,17.5,22.8,28.0,17.2,0.0,0.0,0.0,18.6,33.1,141,15.05,3.65,33058.73,1017.6,1022.4,84
2019-01-04,25.1,18.6,21.8,25.7,17.7,0.0,0.0,0.0,30.5,44.3,297,14.8,3.76,33289.27,1018.6,1021.3,93
2019-01-05,23.4,19.2,21.4,22.1,17.6,0.0,0.0,0.0,30.0,43.9,314,15.54,4.2,33609.33,1018.3,1022.1,74
2019-01-06,24.5,19.0,21.5,25.5,19.5,0.0,0.0,0.0,13.4,23.4,308,15.53,3.02,33607.53,1015.7,1020.1,85
2019-01-07,27.3,16.8,21.6,26.2,17.4,0.0,0.0,0.0,17.2,32.0,120,15.43,3.44,33497.04,1015.6,1019.6,94
2019-01-08,27.0,18.4,22.1,27.3,18.8,0.0,0.0,0.0,13.1,22.7,88,15.35,3.37,32940.63,1015.8,1019.6,86
2019-01-09,28.2,17.9,22.1,26.8,18.0,0.0,0.0,0.0,20.2,33.8,109,15.75,3.62,33596.65,1015.0,1018.9,91
2019-01-10,23.7,18.4,21.2,24.8,16.1,0.0,0.0,0.0,32.7,51.1,297,15.02,3.46,33595.02,1016.6,1020.0,93
2019-01-11,21.9,19.2,20.4,18.7,15.2,0.0,0.0,0.0,33.9,51.5,302,15.33,4.67,33480.54,1017.4,1020.8,69
2019-01-12,22.0,19.2,20.4,19.9,16.1,0.0,0.0,0.0,30.6,43.9,313,14.67,4.08,33248.52,1016.6,1020.2,73
2019-01-13,24.0,19.0,21.2,24.3,18.9,0.0,0.0,0.0,14.5,22.7,341,15.84,3.45,33592.42,1016.3,1020.2,77
2019-01-14,27.0,17.2,21.8,24.8,17.5,0.0,0.0,0.0,20.2,35.3,148,14.55,3.61,30368.59,1016.2,1021.0,88
2019-01-15,27.0,18.4,22.3,27.9,18.8,0.0,0.0,0.0,17.0,28.1,69,15.79,3.62,33833.2,1016.8,1020.4,85
2019-01-16,27.2,18.3,22.3,28.1,18.8,0.0,0.0,0.0,19.7,33.8,71,16.12,3.65,34195.64,1014.1,1018.8,90
2019-01-17,28.5,18.6,22.6,27.7,18.2,0.0,0.0,0.0,31.1,54.4,240,16.05,4.17,34198.24,1011.8,1016.0,81
2019-01-18,21.7,18.5,20.2,18.9,15.3,0.0,0.0,0.0,29.8,48.2,317,16.18,4.73,34340.79,1015.4,1019.1,72
2019-01-19,20.8,17.4,19.2,16.5,12.4,0.1,0.1,1.0,33.3,52.6,306,14.49,4.61,33555.21,1016.8,1019.9,67
2019-01-20,19.9,17.3,18.4,15.1,12.3,0.0,0.0,0.0,36.5,57.2,305,15.08,4.79,32599.19,1018.4,1022.0,62
2019-01-21,21.0,17.6,19.2,18.7,13.4,0.0,0.0,0.0,29.8,42.8,310,16.01,4.73,34267.9,1017.2,1021.5,62
2019-01-22,21.2,18.0,19.5,19.2,15.2,0.0,0.0,0.0,21.8,38.2,304,15.35,3.99,34253.3,1015.9,1019.0,67
2019-01-23,22.3,17.7,19.8,22.0,16.9,0.0,0.0,0.0,16.5,31.0,304,16.56,3.46,34871.41,1016.4,1019.0,82
2019-01-24,23.8,16.3,19.7,23.5,16.7,0.0,0.0,0.0,14.3,26.6,16,16.22,3.0,34894.79,1018.1,1021.3,94
2019-01-25,26.6,16.6,20.5,25.4,16.8,0.0,0.0,0.0,13.2,25.2,88,16.12,3.25,32955.68,1017.3,1020.5,97
2019-01-26,28.0,17.4,21.6,25.5,15.3,0.0,0.0,0.0,17.1,31.0,168,16.84,4.5,35276.15,1017.9,1020.9,74
2019-01-27,28.6,17.4,22.0,26.9,16.2,0.0,0.0,0.0,15.9,28.4,127,16.87,4.41,35420.37,1018.1,1022.2,74
2019-01-28,29.1,17.8,23.0,26.8,16.2,0.0,0.0,0.0,22.6,36.0,140,16.26,4.66,35566.03,1016.4,1021.9,74
2019-01-29,27.8,19.8,23.2,25.5,17.6,0.0,0.0,0.0,27.5,45.4,176,16.33,4.91,32364.19,1017.2,1022.4,74
2019-01-30,23.3,19.6,21.3,23.4,19.2,0.0,0.0,0.0,24.2,38.9,319,16.64,3.46,35311.77,1017.0,1020.4,92
2019-01-31,22.8,19.2,20.8,21.7,18.6,0.0,0.0,0.0,24.5,42.1,294,16.97,3.66,35722.64,1016.1,1020.1,83
2019-02-01,24.4,17.9,21.1,25.2,18.8,0.0,0.0,0.0,14.1,27.4,288,17.29,3.38,35942.73,1015.6,1019.6,90
2019-02-02,28.6,17.9,22.7,28.2,18.7,0.0,0.0,0.0,18.9,34.9,60,16.77,4.11,35863.29,1013.2,1017.7,94
2019-02-03,28.6,20.4,22.7,27.5,18.3,2.4,2.4,5.0,34.1,59.0,184,13.48,4.38,30509.75,1013.8,1016.9,76
2019-02-04,21.9,18.5,20.6,21.2,15.1,0.2,0.2,2.0,27.5,45.4,309,15.54,4.08,35822.05,1016.5,1021.3,87
2019-02-05,21.4,17.3,19.2,18.8,14.6,0.0,0.0,0.0,27.7,45.7,311,17.96,4.6,35861.9,1020.4,1023.2,69
2019-02-06,22.8,17.2,19.8,19.1,15.2,0.0,0.0,0.0,31.0,50.0,21,17.25,4.92,36155.09,1019.9,1023.3,69
2019-02-07,22.6,14.5,18.9,20.6,12.7,0.0,0.0,0.0,16.4,30.2,25,18.81,4.45,36707.37,1019.5,1022.9,70
2019-02-08,22.8,16.3,19.4,22.4,14.9,0.0,0.0,0.0,18.1,32.4,2,18.67,4.26,36750.16,1018.7,1022.4,77
2019-02-09,26.8,14.9,20.6,23.8,14.5,0.0,0.0,0.0,18.7,25.9,82,18.22,4.23,36792.29,1015.4,1021.0,88
2019-02-10,27.5,17.8,21.9,25.3,16.3,0.0,0.0,0.0,26.1,42.8,104,17.57,5.09,36178.21,1014.4,1019.0,76
2019-02-11,27.0,18.9,22.6,23.9,16.0,0.0,0.0,0.0,31.6,51.1,133,18.15,5.54,36478.0,1011.1,1016.3,84
2019-02-12,22.9,18.9,20.7,20.5,13.5,0.8,0.8,3.0,37.1,58.3,287,12.93,4.86,25148.03,1010.1,1019.7,78
2019-02-13,21.2,18.2,19.6,18.0,12.7,0.0,0.0,0.0,36.0,51.5,314,17.25,5.26,35763.82,1019.0,1022.4,60
2019-02-14,22.0,16.0,19.5,21.4,15.0,0.0,0.0,0.0,16.8,31.0,330,18.95,4.12,37262.59,1017.0,1021.8,73
2019-02-15,25.2,16.3,20.6,24.4,16.1,0.0,0.0,0.0,18.7,37.1,51,15.12,3.59,25527.89,1015.9,1019.5,86
2019-02-16,28.8,18.8,23.6,25.6,17.1,0.0,0.0,0.0,40.3,64.1,151,17.06,5.76,35266.61,1012.1,1018.5,81
2019-02-17,23.8,19.8,21.9,23.6,16.2,1.4,1.4,3.0,29.8,48.2,321,15.63,4.13,36685.28,1012.5,1016.0,76
2019-02-18,22.1,18.3,19.9,18.0,14.3,0.0,0.0,0.0,30.9,50.4,308,18.83,5.67,37683.73,1011.4,1016.4,65
2019-02-19,22.1,17.7,20.0,21.2,16.2,0.0,0.0,0.0,24.8,35.3,299,11.89,3.81,24501.24,1009.2,1013.9,68
2019-02-20,21.1,18.0,19.5,15.7,12.7,0.0,0.0,0.0,41.8,64.8,311,19.78,5.71,38195.99,1013.8,1020.0,65
2019-02-21,20.7,17.3,18.8,19.4,14.5,0.0,0.0,0.0,19.3,32.0,311,19.44,4.58,36805.09,1019.1,1022.9,63
2019-02-22,21.4,15.7,19.1,20.8,14.7,0.0,0.0,0.0,16.8,26.3,339,17.01,3.83,34325.84,1016.6,1021.3,72
2019-02-23,23.8,18.8,20.7,23.7,17.1,0.7,0.7,3.0,17.8,33.5,38,16.47,3.64,35104.29,1015.4,1018.7,92
2019-02-24,26.3,18.5,21.7,27.5,19.5,0.0,0.0,0.0,14.5,27.4,30,19.34,4.12,37323.85,1013.4,1016.8,92
2019-02-25,24.3,19.1,21.2,21.4,14.6,0.0,0.0,0.0,37.2,56.2,319,18.03,4.78,38215.41,1013.8,1017.2,86
2019-02-26,22.4,18.8,20.2,19.6,13.8,0.0,0.0,0.0,39.2,56.5,299,20.95,5.56,38981.55,1013.3,1017.4,67
2019-02-27,26.1,16.6,20.4,24.5,16.3,0.0,0.0,0.0,17.4,29.2,333,19.83,4.28,36437.44,1009.4,1014.0,81
2019-02-28,31.1,19.8,24.6,26.7,19.5,0.2,0.2,1.0,26.3,39.2,113,13.38,5.87,23638.17,1003.9,1012.1,79
2019-03-01,30.3,19.6,24.5,27.3,14.3,0.2,0.2,1.0,42.5,63.4,226,19.27,6.61,36000.0,1001.5,1009.1,84
2019-03-02,20.3,17.5,18.8,15.1,10.8,0.0,0.0,0.0,43.0,63.7,303,18.23,6.09,37598.84,1009.2,1014.3,61
2019-03-03,20.6,17.1,18.6,17.1,13.0,0.0,0.0,0.0,31.2,50.8,301,20.83,5.44,38203.91,1012.8,1016.2,61
2019-03-04,21.8,17.8,19.5,18.1,14.7,0.0,0.0,0.0,31.6,51.1,310,21.74,5.69,39304.34,1014.6,1017.7,66
2019-03-05,22.7,17.3,19.6,20.2,14.6,0.0,0.0,0.0,25.1,43.2,300,21.91,5.17,39361.3,1013.6,1016.7,81
2019-03-06,23.1,15.5,19.3,22.0,14.9,0.0,0.0,0.0,15.8,29.2,34,18.18,3.68,39419.04,1010.7,1014.8,90
2019-03-07,24.1,17.2,20.5,22.8,16.1,0.0,0.0,0.0,33.3,51.8,325,21.66,4.85,39477.43,1010.5,1014.7,90
2019-03-08,22.1,17.8,19.7,20.2,15.1,0.0,0.0,0.0,24.8,42.8,298,21.88,4.99,39536.4,1014.0,1017.6,70
2019-03-09,23.4,16.3,19.3,20.9,11.8,0.0,0.0,0.0,37.7,53.6,284,22.13,5.17,39595.84,1016.2,1019.2,87
2019-03-10,21.7,17.4,19.5,18.0,12.0,0.0,0.0,0.0,38.2,56.2,302,21.29,5.69,37005.93,1016.4,1019.7,69
2019-03-11,21.3,17.1,19.0,20.2,15.8,0.0,0.0,0.0,18.7,34.6,293,22.08,4.68,39600.0,1015.3,1019.0,76
2019-03-12,23.4,17.0,20.1,20.3,15.1,0.0,0.0,0.0,28.7,47.5,290,22.7,5.52,39600.0,1016.1,1019.1,71
2019-03-13,22.9,16.0,19.9,22.6,15.2,0.0,0.0,0.0,19.5,35.3,301,22.72,4.67,39600.0,1016.5,1021.0,81
2019-03-14,29.5,16.2,21.4,27.2,16.4,0.0,0.0,0.0,21.5,31.0,81,22.0,4.79,39238.06,1013.2,1018.5,94
2019-03-15,28.0,20.8,24.0,24.3,17.7,0.2,0.2,1.0,31.0,44.3,125,14.41,6.23,30215.4,1012.0,1018.6,63
2019-03-16,30.7,20.4,24.4,29.2,19.4,0.0,0.0,0.0,27.2,45.0,123,21.87,6.1,39600.0,1011.4,1016.9,75
2019-03-17,34.6,21.7,26.3,32.3,19.8,1.6,1.6,5.0,47.3,68.8,173,16.56,6.77,39600.0,1006.1,1013.4,83
2019-03-18,23.1,19.8,21.3,20.7,16.0,0.0,0.0,0.0,33.0,48.2,316,23.46,6.46,39600.0,1013.7,1018.0,65
2019-03-19,22.8,19.0,20.6,19.4,16.2,0.0,0.0,0.0,33.6,54.0,303,23.34,6.1,39600.0,1014.3,1018.1,64
2019-03-20,22.4,18.2,20.3,21.3,16.1,0.0,0.0,0.0,23.0,41.0,297,22.96,5.12,39600.0,1011.9,1015.3,72
2019-03-21,25.4,17.6,21.3,26.3,18.1,0.0,0.0,0.0,19.8,33.8,330,22.23,4.53,39600.0,1011.2,1015.0,86
2019-03-22,30.9,19.2,24.8,28.4,20.7,0.0,0.0,0.0,25.5,43.9,71,13.8,5.52,25741.69,1011.2,1015.6,90
2019-03-23,32.4,22.5,27.2,32.5,20.1,0.1,0.1,1.0,36.0,60.8,138,17.99,7.05,29543.31,1008.1,1013.3,70
2019-03-24,31.8,22.5,27.8,34.1,23.3,0.0,0.0,0.0,39.8,64.4,125,20.29,7.29,39044.69,1006.2,1011.1,75
2019-03-25,31.9,26.2,28.7,28.5,22.6,0.2,0.2,2.0,37.8,56.9,143,9.99,7.81,6546.95,1006.2,1011.7,55
2019-03-26,33.5,25.8,29.7,32.9,20.7,0.0,0.0,0.0,41.1,60.1,159,15.73,9.23,21412.95,1007.6,1011.6,40
2019-03-27,29.7,21.4,23.5,27.0,21.5,1.3,1.3,5.0,31.2,63.4,7,14.75,3.78,33210.08,1010.6,1017.4,87
2019-03-28,28.7,21.0,23.0,30.1,21.4,0.8,0.8,4.0,24.5,56.5,43,16.48,3.83,27224.19,1014.1,1018.0,93
2019-03-29,27.1,20.1,23.2,26.4,21.4,0.0,0.0,0.0,22.2,38.9,4,23.92,5.46,39600.0,1013.9,1017.5,90
2019-03-30,28.2,19.3,23.7,25.3,20.1,0.0,0.0,0.0,26.1,49.3,33,18.1,5.34,34711.96,1011.4,1016.2,82
2019-03-31,36.8,22.1,28.4,35.4,19.8,0.0,0.0,0.0,24.7,39.6,106,22.87,8.5,39600.0,1008.4,1012.6,54
2019-04-01,38.1,26.7,31.9,34.4,22.9,0.0,0.0,0.0,33.1,52.2,172,23.58,10.86,39600.0,1007.3,1011.5,40
2019-04-02,28.2,22.9,24.7,28.9,23.4,0.0,0.0,0.0,26.6,64.4,317,14.89,4.02,27056.42,1008.3,1013.1,87
2019-04-03,34.6,22.9,27.6,31.8,24.2,0.0,0.0,0.0,26.1,42.5,69,11.72,4.92,20000.72,1008.6,1013.1,79
2019-04-04,34.3,24.1,28.7,33.0,22.8,0.0,0.0,0.0,21.2,38.5,48,19.52,7.51,36000.0,1008.8,1012.5,68
2019-04-05,34.1,24.5,28.6,32.4,23.9,0.0,0.0,0.0,24.9,42.8,42,19.98,7.06,34750.15,1009.5,1013.7,53
2019-04-06,35.3,24.1,29.6,36.1,24.5,0.0,0.0,0.0,19.1,34.2,48,24.09,7.39,39600.0,1009.2,1013.7,73
2019-04-07,38.0,25.3,30.7,38.1,23.5,0.0,0.0,0.0,22.0,40.0,45,24.29,8.55,38312.67,1005.7,1010.3,50
2019-04-08,31.3,24.6,27.2,31.2,24.7,0.0,0.0,0.0,29.2,48.2,317,18.84,5.8,29091.86,1005.0,1010.0,75
2019-04-09,32.4,23.3,27.4,31.4,24.9,0.0,0.0,0.0,25.7,36.4,351,24.21,6.81,39600.94,1006.9,1009.9,78
2019-04-10,30.4,25.2,27.0,30.0,23.4,0.3,0.3,2.0,32.0,46.4,339,17.4,5.58,22814.97,1008.8,1012.4,65
2019-04-11,29.0,23.8,26.1,30.4,25.8,0.0,0.0,0.0,18.9,33.1,302,12.8,3.39,10881.77,1010.0,1012.8,83
2019-04-12,31.3,24.2,26.8,32.9,25.8,0.0,0.0,0.0,18.0,28.4,18,18.12,4.87,24091.78,1007.9,1011.3,71
2019-04-13,30.5,22.7,25.1,29.5,23.2,10.3,10.3,6.0,33.5,51.1,226,15.16,4.53,27561.98,1007.2,1010.3,79
2019-04-14,26.6,21.5,24.2,23.8,19.9,0.3,0.3,3.0,40.1,64.1,268,24.66,6.4,39600.0,1008.0,1011.9,81
2019-04-15,28.5,22.9,25.5,27.4,21.8,0.0,0.0,0.0,29.9,49.3,279,25.29,7.13,40027.91,1010.4,1013.9,70
2019-04-16,29.9,20.7,25.1,28.3,21.4,0.0,0.0,0.0,19.3,36.0,284,25.81,6.24,40148.57,1010.2,1013.5,82
2019-04-17,33.5,20.5,26.9,32.9,21.5,0.0,0.0,0.0,17.2,31.7,247,25.28,6.34,40142.48,1009.6,1012.5,83
2019-04-18,36.6,22.6,28.8,36.0,21.6,0.0,0.0,0.0,20.0,36.0,64,25.47,8.04,40267.21,1009.4,1012.6,70
2019-04-19,38.0,24.3,30.8,35.6,21.9,0.0,0.0,0.0,23.1,40.0,148,25.24,8.64,40262.02,1007.5,1011.3,45
2019-04-20,37.5,27.2,30.8,37.5,24.1,0.0,0.0,0.0,22.6,38.2,174,25.07,9.05,40390.64,1005.0,1008.5,53
2019-04-21,35.5,27.2,30.7,36.7,26.6,0.0,0.0,0.0,22.1,41.8,30,23.91,8.3,39844.34,1003.2,1007.5,58
2019-04-22,38.3,26.7,32.2,37.2,26.7,0.0,0.0,0.0,23.3,41.0,229,23.2,8.37,33203.75,1003.5,1008.5,75
2019-04-23,27.2,23.8,25.5,27.4,20.6,0.0,0.0,0.0,36.4,59.0,316,22.72,6.4,40238.84,1007.4,1014.3,81
2019-04-24,26.6,22.5,24.4,22.7,19.0,0.0,0.0,0.0,41.6,65.2,309,25.63,8.08,40651.04,1013.0,1015.9,60
2019-04-25,26.5,22.2,24.1,23.4,19.1,0.0,0.0,0.0,36.2,58.0,306,25.98,7.8,40789.15,1013.1,1016.4,61
2019-04-26,27.3,21.6,24.4,26.3,19.8,0.0,0.0,0.0,29.6,49.0,309,26.07,7.38,40929.48,1012.1,1014.8,58
2019-04-27,28.3,22.9,25.6,26.1,21.6,0.0,0.0,0.0,31.8,52.2,320,22.2,6.73,40785.82,1012.2,1014.7,64
2019-04-28,29.8,22.0,26.3,29.2,23.5,0.0,0.0,0.0,24.5,43.6,327,25.32,6.48,40639.72,1010.9,1014.5,75
2019-04-29,30.7,23.2,26.6,30.7,24.7,0.0,0.0,0.0,25.9,43.2,318,25.52,6.73,41072.34,1011.1,1013.6,73
2019-04-30,30.4,23.4,26.9,29.1,24.9,0.0,0.0,0.0,27.5,47.2,301,25.68,7.36,41072.26,1009.3,1012.8,76
2019-05-01,30.1,25.0,27.1,29.7,24.5,0.0,0.0,0.0,28.4,47.9,294,26.35,7.64,41366.62,1006.9,1010.0,68
2019-05-02,31.3,23.7,27.4,31.0,25.0,0.0,0.0,0.0,25.9,45.0,294,26.21,6.98,41368.2,1006.2,1009.5,76
2019-05-03,31.4,24.6,27.9,32.5,26.3,0.0,0.0,0.0,22.2,39.6,309,26.41,6.96,41545.38,1005.8,1009.1,77
2019-05-04,32.2,22.9,27.7,35.1,25.9,0.0,0.0,0.0,25.7,45.7,321,26.29,6.31,41671.27,1006.5,1010.8,89
2019-05-05,38.3,24.8,30.6,39.9,27.4,0.0,0.0,0.0,21.8,34.9,335,25.85,7.16,41539.12,1009.3,1012.5,81
2019-05-06,34.2,25.6,29.8,34.9,28.7,0.0,0.0,0.0,21.9,39.2,286,26.12,7.32,41687.61,1008.0,1010.5,75
2019-05-07,32.2,26.4,29.1,32.8,28.6,0.0,0.0,0.0,25.2,42.8,281,26.2,7.23,41837.56,1004.8,1008.2,72
2019-05-08,33.7,25.4,29.4,33.9,28.0,0.0,0.0,0.0,18.4,33.1,271,26.42,7.28,41989.5,1004.2,1006.9,79
2019-05-09,34.0,24.2,29.4,36.3,28.3,0.0,0.0,0.0,16.6,30.6,331,26.2,6.63,41993.5,1003.9,1006.7,91
2019-05-10,35.4,26.8,30.4,36.1,29.4,0.0,0.0,0.0,27.4,51.8,342,25.89,7.15,41997.32,1003.5,1007.1,77
2019-05-11,35.1,26.1,30.6,35.2,29.7,0.0,0.0,0.0,24.9,43.6,305,26.48,7.61,42262.2,1006.4,1008.9,80
2019-05-12,33.3,26.9,30.2,33.9,28.1,0.0,0.0,0.0,28.7,46.4,302,26.34,8.05,42161.31,1007.4,1009.4,72
2019-05-13,33.0,28.6,30.5,32.6,28.2,0.0,0.0,0.0,28.3,47.5,298,26.19,9.09,42228.17,1006.4,1008.6,59
2019-05-14,35.0,28.2,31.0,34.3,28.8,0.0,0.0,0.0,29.2,49.0,274,26.32,8.62,42543.69,1004.7,1007.3,62
2019-05-15,36.1,25.9,30.6,35.4,29.0,0.0,0.0,0.0,21.8,39.2,265,26.69,7.56,42861.67,1003.4,1006.7,80
2019-05-16,37.3,25.4,30.2,35.4,28.9,0.0,0.0,0.0,22.7,41.8,321,26.73,7.21,42863.02,1003.8,1006.8,80
2019-05-17,34.4,25.5,30.1,36.1,28.9,0.0,0.0,0.0,21.5,38.9,6,25.98,7.12,39144.01,1004.6,1006.7,87
2019-05-18,34.2,28.5,31.2,35.4,30.3,0.0,0.0,0.0,20.8,41.4,1,16.78,5.81,25791.42,1004.6,1008.1,76
2019-05-19,37.6,29.7,33.3,39.6,30.2,0.2,0.2,1.0,26.9,44.6,110,22.51,8.8,38967.38,1004.4,1008.2,58
2019-05-20,37.2,28.0,31.6,37.7,27.5,0.0,0.0,0.0,29.7,49.3,222,25.64,8.9,42835.5,1005.2,1008.5,81
2019-05-21,32.4,26.7,29.2,36.0,32.2,0.0,0.0,0.0,19.1,35.6,289,20.37,5.09,33696.05,1007.6,1010.4,93
2019-05-22,34.0,26.9,30.2,35.3,31.4,0.0,0.0,0.0,24.1,41.4,285,23.62,6.65,36548.09,1007.9,1010.5,85
2019-05-23,34.3,27.6,31.0,34.0,29.7,0.0,0.0,0.0,32.4,53.6,286,25.48,8.49,42262.05,1006.5,1008.4,70
2019-05-24,35.2,26.0,30.7,36.3,29.9,0.0,0.0,0.0,17.6,33.5,297,26.64,7.19,43387.56,1006.2,1009.4,80
2019-05-25,34.6,25.8,30.1,37.6,29.2,0.0,0.0,0.0,18.5,34.6,344,26.87,6.88,43684.69,1005.6,1009.6,82
2019-05-26,40.2,26.5,31.5,41.3,31.0,0.0,0.0,0.0,26.9,45.7,10,26.48,7.58,43363.45,1003.6,1007.0,90
2019-05-27,40.3,27.6,33.2,42.1,29.9,0.0,0.0,0.0,27.4,41.4,8,24.01,8.08,42431.76,1003.0,1006.5,85
2019-05-28,40.5,29.7,33.6,40.4,33.3,0.0,0.0,0.0,22.4,37.4,1,22.0,7.33,39210.48,1003.6,1006.3,70
2019-05-29,40.5,28.8,33.8,40.3,32.9,0.0,0.0,0.0,22.3,37.8,298,26.43,8.82,43263.02,1002.4,1005.8,75
2019-05-30,40.5,28.0,33.8,40.4,32.1,0.0,0.0,0.0,21.4,36.7,289,26.85,8.25,43723.37,1002.2,1005.4,76
2019-05-31,37.1,28.2,32.7,38.8,32.1,0.0,0.0,0.0,21.6,39.2,264,26.66,7.72,43709.24,1001.7,1004.2,76
2019-06-01,38.9,28.1,33.3,38.1,33.5,0.0,0.0,0.0,22.2,38.9,286,26.0,8.12,43712.75,1002.6,1005.3,82
2019-06-02,37.4,28.4,32.6,37.6,33.0,0.0,0.0,0.0,20.2,36.4,284,26.82,7.45,43670.87,1002.5,1005.7,78
2019-06-03,35.3,27.3,31.3,38.9,32.2,0.0,0.0,0.0,20.7,37.8,349,26.04,6.55,41933.65,1000.6,1004.3,85
2019-06-04,42.3,28.4,33.7,41.5,31.0,0.0,0.0,0.0,25.9,43.2,45,26.64,8.69,43224.09,1000.1,1002.9,85
2019-06-05,41.0,30.8,35.7,41.9,31.7,0.0,0.0,0.0,16.6,31.7,334,24.45,9.07,43191.57,1001.8,1005.1,60
2019-06-06,40.3,30.2,34.7,41.7,34.1,0.0,0.0,0.0,25.4,42.1,333,26.18,8.6,43488.68,1003.1,1006.0,73
2019-06-07,41.2,28.9,34.1,41.5,33.9,0.0,0.0,0.0,27.1,45.4,321,26.59,8.5,43788.19,1003.8,1005.2,76
2019-06-08,39.5,29.1,33.9,40.1,32.1,0.0,0.0,0.0,23.2,40.7,285,26.55,8.33,43787.07,1002.9,1005.8,73
2019-06-09,38.9,28.8,33.6,40.0,34.7,0.0,0.0,0.0,21.4,39.2,291,26.42,7.79,43787.68,1000.3,1003.8,82
2019-06-10,38.0,28.7,33.7,40.7,35.0,0.0,0.0,0.0,22.9,38.9,305,26.58,7.66,43790.27,998.2,1000.9,85
2019-06-11,37.7,29.7,33.9,41.3,35.9,0.0,0.0,0.0,27.9,46.4,330,26.24,7.49,43156.93,997.4,1000.3,87
2019-06-12,41.8,30.0,34.5,44.1,36.2,0.0,0.0,0.0,22.5,44.3,340,26.4,7.26,44106.8,996.0,998.9,85
2019-06-13,39.1,30.3,34.0,44.0,37.8,0.0,0.0,0.0,21.3,38.5,308,26.2,7.25,43957.94,996.4,999.4,90
2019-06-14,38.3,29.9,33.7,41.6,37.1,0.0,0.0,0.0,25.1,43.9,302,26.83,7.41,44425.0,996.9,999.2,93
2019-06-15,38.1,28.9,33.3,43.6,34.9,0.0,0.0,0.0,17.1,34.2,293,26.87,7.05,44446.62,996.8,999.2,85
2019-06-16,40.3,29.7,33.8,45.0,38.0,0.0,0.0,0.0,23.3,39.2,333,26.29,6.91,42880.69,997.1,999.7,94
2019-06-17,40.9,30.1,34.7,43.0,37.4,0.0,0.0,0.0,27.0,45.0,278,26.66,8.13,43839.72,997.2,1000.1,88
2019-06-18,39.0,31.1,35.3,42.9,38.1,0.0,0.0,0.0,27.7,46.8,303,26.27,8.32,44015.07,996.1,998.4,82
2019-06-19,38.0,33.4,35.9,38.8,34.5,0.0,0.0,0.0,41.6,65.2,306,26.49,11.66,44192.82,995.4,997.3,55
2019-06-20,36.0,31.9,34.0,38.2,33.7,0.0,0.0,0.0,39.5,60.1,310,26.08,9.52,43737.6,996.0,998.2,74
2019-06-21,36.4,31.6,33.5,41.1,36.4,0.0,0.0,0.0,24.6,41.8,317,25.14,7.29,42966.14,997.5,1000.1,76
2019-06-22,37.8,31.2,33.8,45.1,38.2,0.0,0.0,0.0,26.0,45.7,328,25.43,6.75,43288.12,998.9,1001.3,79
2019-06-23,38.6,31.9,34.8,42.7,38.4,0.0,0.0,0.0,22.9,38.2,331,25.63,7.74,43143.28,999.4,1001.8,85
2019-06-24,39.1,32.8,35.6,40.4,36.9,0.0,0.0,0.0,28.1,46.4,315,25.86,9.24,43325.89,999.2,1001.6,65
2019-06-25,38.8,30.6,34.4,42.0,35.7,0.0,0.0,0.0,21.1,38.2,281,25.24,7.1,40160.38,998.4,1001.4,75
2019-06-26,40.4,31.0,34.7,43.9,36.0,0.0,0.0,0.0,24.6,40.0,342,25.55,7.65,42853.93,998.2,1001.6,87
2019-06-27,42.1,31.7,35.4,44.3,36.2,0.0,0.0,0.0,28.4,45.0,275,25.12,7.91,42852.98,996.3,1000.2,84
2019-06-28,41.1,31.1,35.8,42.8,36.4,0.0,0.0,0.0,18.1,33.8,253,26.2,7.97,43333.77,995.3,998.8,84
2019-06-29,40.7,31.2,35.5,43.1,32.0,0.0,0.0,0.0,16.7,32.0,259,26.56,8.04,43332.01,995.2,997.6,69
2019-06-30,43.3,30.3,35.8,41.2,34.9,0.0,0.0,0.0,25.4,43.6,271,26.47,9.34,43166.65,995.1,997.0,79
2019-07-01,41.1,30.2,35.2,41.8,35.7,0.0,0.0,0.0,26.1,44.6,281,26.23,8.66,42848.11,995.3,997.4,79
2019-07-02,38.0,31.2,35.0,40.8,36.5,0.0,0.0,0.0,29.2,48.6,285,26.02,8.46,42846.63,995.3,997.7,69
2019-07-03,38.7,29.9,33.9,42.7,36.4,0.0,0.0,0.0,22.7,40.0,346,25.75,7.26,42520.77,996.0,998.7,85
2019-07-04,37.5,30.2,33.7,43.6,37.5,0.0,0.0,0.0,23.8,40.7,331,25.3,6.68,42212.57,995.4,998.4,87
2019-07-05,38.1,31.2,34.2,43.8,37.4,0.0,0.0,0.0,25.9,43.6,268,25.12,7.22,42043.2,992.5,996.5,87
2019-07-06,38.1,32.4,34.9,41.2,36.9,0.0,0.0,0.0,32.3,52.6,290,25.19,8.82,41736.32,992.0,994.2,74
